Cluster,id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
cluster5,ID12378,25,MALE,TOWN,"$22,366",YES,1,YES,YES,YES,NO,YES
cluster5,ID12380,40,MALE,TOWN,"$36,972",YES,1,NO,NO,YES,YES,YES
cluster5,ID12393,51,MALE,RURAL,"$46,324",YES,2,YES,YES,YES,YES,YES
cluster5,ID12395,42,MALE,TOWN,"$22,496",YES,0,NO,YES,NO,YES,NO
cluster5,ID12404,49,MALE,RURAL,"$41,462",YES,3,NO,YES,YES,YES,NO
cluster5,ID12412,66,MALE,INNER_CITY,"$36,646",NO,1,NO,YES,YES,NO,YES
cluster5,ID12418,45,FEMALE,TOWN,"$37,689",NO,1,NO,YES,YES,YES,YES
cluster5,ID12436,44,MALE,TOWN,"$26,688",YES,1,NO,YES,NO,YES,YES
cluster5,ID12439,60,MALE,SUBURBAN,"$37,554",YES,2,YES,YES,YES,YES,YES
cluster5,ID12442,66,MALE,RURAL,"$48,346",YES,1,YES,YES,NO,NO,YES
cluster5,ID12446,65,FEMALE,TOWN,"$42,378",YES,1,NO,YES,YES,NO,YES
cluster5,ID12452,38,MALE,TOWN,"$24,424",YES,0,NO,YES,YES,YES,NO
cluster5,ID12462,56,MALE,TOWN,"$19,919",YES,3,NO,YES,YES,YES,NO
cluster5,ID12463,56,MALE,TOWN,"$29,625",YES,2,NO,NO,YES,NO,NO
cluster5,ID12469,21,MALE,TOWN,"$11,282",YES,0,NO,YES,YES,YES,NO
cluster5,ID12470,64,MALE,INNER_CITY,"$34,074",YES,3,NO,YES,NO,YES,NO
cluster5,ID12498,48,MALE,INNER_CITY,"$34,182",YES,2,NO,YES,YES,NO,YES
cluster5,ID12507,52,MALE,SUBURBAN,"$45,856",NO,1,NO,YES,YES,NO,YES
cluster5,ID12520,57,MALE,TOWN,"$21,613",YES,0,NO,YES,YES,YES,NO
cluster5,ID12522,49,MALE,INNER_CITY,"$41,438",NO,1,NO,YES,NO,NO,YES
cluster5,ID12527,65,FEMALE,TOWN,"$29,866",YES,3,NO,YES,NO,NO,NO
cluster5,ID12530,35,MALE,RURAL,"$27,864",NO,2,NO,YES,YES,YES,NO
cluster5,ID12531,48,MALE,TOWN,"$28,921",YES,0,NO,YES,NO,YES,NO
cluster5,ID12560,66,MALE,TOWN,"$46,964",YES,1,NO,YES,YES,NO,YES
cluster5,ID12579,47,MALE,TOWN,"$23,337",YES,2,NO,YES,YES,YES,NO
cluster5,ID12581,30,MALE,RURAL,"$11,536",YES,2,NO,NO,YES,YES,NO
cluster5,ID12599,51,FEMALE,TOWN,"$43,800",NO,0,NO,YES,YES,YES,NO
cluster5,ID12609,60,MALE,SUBURBAN,"$50,410",NO,2,NO,YES,YES,YES,YES
cluster5,ID12618,51,MALE,TOWN,"$33,615",YES,1,NO,YES,NO,YES,YES
cluster5,ID12623,27,MALE,SUBURBAN,"$12,684",NO,3,NO,YES,YES,YES,NO
cluster5,ID12631,64,MALE,SUBURBAN,"$59,175",YES,1,NO,YES,YES,NO,YES
cluster5,ID12633,59,MALE,INNER_CITY,"$30,068",NO,1,NO,YES,YES,NO,YES
cluster5,ID12642,39,MALE,RURAL,"$37,389",YES,2,NO,YES,YES,NO,YES
cluster5,ID12644,63,MALE,SUBURBAN,"$48,771",YES,1,YES,YES,NO,YES,YES
cluster5,ID12650,58,FEMALE,TOWN,"$52,663",YES,1,YES,YES,YES,YES,YES
cluster5,ID12667,43,MALE,TOWN,"$22,235",YES,0,NO,NO,YES,YES,NO
cluster5,ID12676,37,MALE,TOWN,"$30,488",YES,0,NO,YES,YES,YES,NO
cluster5,ID12681,63,MALE,SUBURBAN,"$51,879",YES,2,YES,YES,NO,YES,YES
cluster5,ID12685,33,MALE,TOWN,"$23,528",YES,1,NO,YES,YES,YES,YES
cluster5,ID12694,65,MALE,SUBURBAN,"$51,417",YES,2,NO,YES,YES,NO,YES
